clip_name,run,mapping_version,constants_sha1,T,dur_s,sat_j1,sat_j2,sat_j3,sat_j4,sat_j5,sat_max,rate_cap_frac,max_rate,jerk_rms,range_max_rad,light_range,light_step_per_s,light_max_step,r_head,r_lift,r_yaw,dyn_rms_deg,dyn_max_deg,flags,severity
anim_keepalive_eyes_01_updown,v1.3,1.3,a49d0111c5bb,211,6.93,0,0,0,0,0,0,0,0.985792,1056.43,0.270968,0.0229355,0,0.00154322,0.968176,,,,,,0
anim_keepalive_eyesonly_loop_02,v1.3,1.3,a49d0111c5bb,301,9.9,0,0,0,0,0,0,0,0.459942,414.217,0.0870324,0.275083,0,0.018416,,,,,,,0
anim_keepalive_eyesonly_loop_03,v1.3,1.3,a49d0111c5bb,101,3.3,0,0,0,0,0,0,0,1.485,2676.38,0.17396,0.0695143,0,0.00465733,,,,,,,0
anim_keepaway_fakeout_01,v1.3,1.3,a49d0111c5bb,121,3.96,0,0,0,0,0,0,0.216667,1.8,6884.66,1.23696,0.403517,0,0.0260232,0.8695,0.854857,0.927697,,,RATE,8.667
anim_keepaway_fakeout_02,v1.3,1.3,a49d0111c5bb,156,5.115,0,0,0,0,0,0,0.154839,1.8,5814.67,1.69681,0.592939,0,0.0264,0.672854,0.986479,0.850701,,,RATE,6.194
anim_keepaway_fakeout_03,v1.3,1.3,a49d0111c5bb,47,1.518,0,0,0,0,0,0,0.0652174,1.8,3137.15,0.463416,0.00971991,0,0.000824273,0.934143,0.522132,,,,RATE,2.609
anim_keepaway_fakeout_04,v1.3,1.3,a49d0111c5bb,101,3.3,0,0,0,0,0,0,0,1.71199,3143.48,0.524077,0.442465,0,0.0264,0.916435,-0.38521,,,,LOWCORR,15
anim_keepaway_fakeout_05,v1.3,1.3,a49d0111c5bb,53,1.716,0,0,0,0,0,0,0,0.918023,1716.41,0.14213,0.410414,0,0.0264,0.803772,0.146693,,,,LOWCORR,15
anim_keepaway_fakeout_06,v1.3,1.3,a49d0111c5bb,70,2.277,0,0,0,0,0,0,0.26087,1.8,7008.03,1.28514,0.629698,0,0.0264,-0.187333,0.976301,,3.34365,8.86963,RATE;LOWCORR;DYN,50.435
anim_keepaway_getin_01,v1.3,1.3,a49d0111c5bb,81,2.64,0,0,0,0,0,0,0,1.62155,3221.25,0.684222,0.579633,0,0.0264,0.961449,0.801366,,,,,0
