clip_name,run,mapping_version,constants_sha1,T,dur_s,sat_j1,sat_j2,sat_j3,sat_j4,sat_j5,sat_max,rate_cap_frac,max_rate,jerk_rms,range_max_rad,light_range,light_step_per_s,light_max_step,r_head,r_lift,r_yaw,dyn_rms_deg,dyn_max_deg,flags,severity
anim_cozmosings_120_song_01,v1.0-baseline,1.0,678e3a5a74fe,261,8.58,0,0,0,0,0,0,0.134615,4,24112.5,1.93814,0.661354,0.582751,0.621474,0.952976,0.976753,0.973954,,,RATE,5.385
anim_cozmosings_80_song_01,v1.0-baseline,1.0,678e3a5a74fe,376,12.375,0,0,0,0,0,0,0.064,4,25424.6,1.17393,0.72373,0.161616,0.584779,0.981132,0.317581,0.953928,,,RATE,2.56
anim_cozmosings_getin_01,v1.0-baseline,1.0,678e3a5a74fe,251,8.25,0,0,0,0,0,0,0.12,4,21669.2,1.25101,0.76496,0.242424,0.692623,0.977637,,0.996963,,,RATE,4.8
anim_cozmosings_getin_02,v1.0-baseline,1.0,678e3a5a74fe,182,5.973,0,0,0,0,0,0,0.0276243,4,22836.5,0.856517,0.715839,0.16742,0.346138,0.978477,,,,,,1.105
anim_cozmosings_getin_03,v1.0-baseline,1.0,678e3a5a74fe,161,5.28,0,0,0,0,0,0,0.04375,4,23801,1.14655,0.457995,0.568182,0.327078,0.985358,,0.99839,,,,1.75
anim_cozmosings_getout_01,v1.0-baseline,1.0,678e3a5a74fe,66,2.145,0,0,0,0,0,0,0.0307692,4,25044.6,0.667147,0.709376,0.932401,0.388441,0.9327,0.85346,,4.57749,16.2403,DYN,26.231
anim_dancing_mambo_01,v1.0-baseline,1.0,678e3a5a74fe,469,15.444,0,0,0.0426439,0,0,0.0426439,0.288462,4,52820.7,1.98359,0.670154,0.32375,0.648001,0.950142,0.60787,0.824587,,,SAT;RATE,15.803
anim_dizzy_pickup_01,v1.0-baseline,1.0,678e3a5a74fe,80,2.607,0,0,0,0,0,0,0.0886076,4,36962.4,0.645493,0.495815,0.767165,0.495815,0.989597,0.111805,,,,RATE;LOWCORR,18.544
anim_dizzy_pickup_02,v1.0-baseline,1.0,678e3a5a74fe,100,3.267,0,0,0,0,0,0,0.040404,4,39280.4,0.770734,0.514564,1.22436,0.514564,0.900114,0.287025,0.945893,,,LOWCORR;FLICKER,26.616
anim_dizzy_pickup_03,v1.0-baseline,1.0,678e3a5a74fe,91,2.97,0,0,0,0,0,0,0.0333333,4,21670.8,0.759532,0.724508,0.3367,0.688511,0.993634,0.141179,,,,LOWCORR,16.333
anim_dizzy_reaction_hard_01,v1.0-baseline,1.0,678e3a5a74fe,377,12.408,0,0,0,0,0,0,0.0292553,4,19293.6,0.901616,0.713496,0.322373,0.559613,0.984919,0.0570366,0.966773,,,LOWCORR,16.17
anim_dizzy_reaction_medium_01,v1.0-baseline,1.0,678e3a5a74fe,276,9.075,0,0,0,0,0,0,0.0327273,4,43754.5,1.13671,0.801837,0.220386,0.588135,0.969831,0.291546,0.951978,,,LOWCORR,16.309
anim_dizzy_reaction_medium_02,v1.0-baseline,1.0,678e3a5a74fe,201,6.6,0,0,0,0,0,0,0.13,4,77820.8,1.13329,0.363773,0.151515,0.357822,0.792848,0.187949,0.171678,,,RATE;LOWCORR,20.2
anim_dizzy_reaction_medium_03,v1.0-baseline,1.0,678e3a5a74fe,275,9.042,0,0,0,0,0,0,0.0875912,4,55896.9,1.21043,0.71019,0.22119,0.61547,0.977694,0.833689,0.972673,,,RATE,3.504
anim_dizzy_reaction_soft_01,v1.0-baseline,1.0,678e3a5a74fe,163,5.346,0,0,0,0,0,0,0.0617284,4,62293.1,0.958101,0.632983,0.374111,0.474803,0.926066,0.59701,0.84477,,,RATE,2.469
